list_id,item,item_number,,,,
136,Dog food,3,,,,
136,Bedding ,4,,,,
136,Cleaning supplies,5,,,,
136,Dog grooming - shampoo & brush,6,,,,
136,Leashes & collars,7,,,,
137,Children who grow up in homes with pets have less risk of developing common allergies and asthma.,1,,,,
137,Playing with dogs may help lower blood pressure.,2,,,,
137,"Kids with pets get outside more—to go for walks, run and play—and enjoy all the associated health benefits.",3,,,,
137,Pet owners require fewer doctor's visits.,4,,,,
137,Emerging readers often feel more comfortable reading aloud to a pet.,5,,,,
137,"Nurturing a pet is an acceptable way for boys to ""parent play""—to practice being caregivers.",6,,,,
137,Feeding and caring for a pet encourages childhood responsibility.,7,,,,
137,"Children with pets display improved impulse control, social skills and self-esteem.",8,,,,
137,Sharing the love and care of a family pet forges an additional common bond among siblings.,9,,,,
137,"Cuddling a pet reduces stress, loneliness and anxiety.",10,,,,
138,Upwork ,1,,,,
138,Toptal,2,,,,
138,Elance,3,,,,
138,Freelancer,4,,,,
138,Craigslist,5,,,,
138,Guru,6,,,,
138,99designs,7,,,,
138,Peopleperhour,8,,,,
138,Freelance Writing Gigs,9,,,,
138,Demand Media,10,,,,
138,College Recruiter,11,,,,
138,GetACoder,12,,,,
138,iFreelance,13,,,,
138,Project4hire,14,,,,
138,SimplyHired,15,,,,
139,Understand that a puppy is an infant dog – not a miniature adult.,1,,,,
139,"Puppy-proof your house with baby gates, a crate, and/or a pen.",2,,,,
139,Dogs are not born understanding English.,3,,,,
139,Learn about dog body language.,4,,,,
139,Train with high-value treats.,5,,,,
139,Catch your dog being good.,6,,,,
139,"He’s a dog, not a human.",7,,,,
139,Dogs do the things that we reinforce.,8,,,,
139,Learn to be quick with treats and praise.,9,,,,
139,"Always be happy when your dog comes to you, whether you called him or not.",10,,,,
139,Keep a positive attitude.,11,,,,
139,Provide the right amount of exercise and mental stimulation.,12,,,,
140,Convert an awkward little nook into a home office by installing sturdy shelves.,1,,,,
140,Create a home office with minimal fuss; all you need is enough work space to get your job done.,2,,,,
140,Stow work materials in a basket below a hallway console to transform it into a desk when needed.,3,,,,
140,A drop-down leaf lets you instantly access―or hide away―your office.,4,,,,
140,A clear plastic desk and chair are unobtrusive in a bedroom.,5,,,,
140,An armoire neatly contains what you need to work at home.,6,,,,
140,Opt for sturdy shelves to house your computer and keyboard.,7,,,,
140,Integrate your work area into another room―like a double-duty nursery/home office.,8,,,,
140,Reclaim an unused corner by tucking in a simple desk-and-cabinet setup.,9,,,,
140,"When space is tight, look for multifunctional pieces.",10,,,,
140,A folding screen separates you from the world.,11,,,,
140,The most important factor in a desk chair: ample lumbar support.,12,,,,
140,A desk chair doesn't necessarily have to look as if it means business.,13,,,,
140,Matching storage boxes and neutral tones bring a calm sense of order to a home work area.,14,,,,
140,Make supplies easy to grab with a pegboard that displays high-use items front and center.,15,,,,
140,Old jam jars get new life as practical (and inexpensive) desk organizers.,16,,,,
140,Customize a drawer to your liking with movable organizers in various sizes.,17,,,,
140,A desktop tray lets you transport your work from kitchen counter to dining room table to outdoor patio.,18,,,,
140,A great new use for both empty cans and leftover wallpaper: pencil holders. ,19,,,,
140,"Even if you don’t have a home office per se, having a designated workspace for filing away important papers and bills can help keep you organized.",20,,,,
140,Your office can't spread out? Then go up: Make smart use of vertical wall space.,21,,,,
141,What kind of music do you like?,1,,,,
141,In what sort of situations do you see yourself playing?,2,,,,
141,What are the limitations of your budget?,3,,,,
141,What sort of practice space do you have?,4,,,,
141,How easy will it be to find a teacher?,5,,,,
141,What kind of time do you want to put into the instrument?,6,,,,
141,What are your physical limitations?,7,,,,
141,Do you want to play and sing at the same time? ,8,,,,
141,Do you want to learn to read music?,9,,,,
141,Do you want to be the leader of the band?,10,,,,
141,Are there folks around to play with?,11,,,,
142,Start by organizing and simplifying,1,,,,
142,Multitask with intention,2,,,,
142,Write your to-do list the night before,3,,,,
142,Read “Never Eat Alone” by Keith Ferrazzi,4,,,,
142,Set aside personal time,5,,,,
142,Turn off the TV,6,,,,
142,Listen to audio CDs while driving,7,,,,
143,Avoid the left-hand death grip,1,,,,
143,Rehearse standing up and sitting down,2,,,,
143,No need for speed,3,,,,
143,Always use correct fingering,4,,,,
143,Silent rehearsing,5,,,,
143,Use a metronome,6,,,,
143,Don’t shy away from difficult chords,7,,,,
143,Be disciplined with your practice,8,,,,
143,Give yourself a break and listen to music,9,,,,
143,Don’t forget your right hand practice,10,,,,
144,Grand Canyon National Park,1,,,,
144,Phantom Ranch (bottom of Grand Canyon),2,,,,
144,Yosemite National Park,3,,,,
144,"Denali Back Country Lodge, 92 mile Park Rd in Kantishna, Denali National Park, Alaska",4,,,,
144,YMCA of the Rockies Estes Park Center,5,,,,
144,Rocky Mountain National Park,6,,,,
144,Old Faithful,7,,,,
144,Arches National Park,8,,,,
144,Canyonlands National Park,9,,,,
144,Bryce Canyon National Park,10,,,,
144,Hawaiʻi Volcanoes National Park,11,,,,
144,Acadia National Park,12,,,,
145,"Let the youngsters make a splash at a backyard bash complete with swimming, games, and delicious finger foods",1,,,,
145,Lure guests to your water world with aquatic-themed invitations,2,,,,
145,"Set the scene with simple, creative touches",3,,,,
145,No pool? Set up an inflatable pool or a sprinkler for the kiddies to splash around in,4,,,,
145,Plan fun games like relay races and ring toss,5,,,,
145,Take the toys outside,6,,,,
145,Serve fuss-free food,7,,,,
145,Sip refreshing beverages,8,,,,
145,"Plan a party for the adults with water games, delicious dips & festive summer cocktails",9,,,,
145,"Choose fun, summer-inspired invitations to get guests in the mood to make a splash.",10,,,,
145,Let the colors of summer dictate your color palette.,11,,,,
145,Make the menu revolve around make-ahead dishes,12,,,,
146,Book a direct flight whenever possible.,1,,,,
146,Make an appointment with your pet’s veterinarian for a checkup. ,2,,,,
146,Purchase a USDA-approved shipping crate.,3,,,,
146,Make sure your pet’s crate has proper identification.,4,,,,
146,Tell every airline employee you encounter—on the ground and in the air—that you are traveling with a pet in the cargo hold.,5,,,,
146,Prep your pet for a long car trip by taking a series of practice drives first.,6,,,,
146,Keep your pets safe and secure on the road in a well-ventilated crate or carrier.,7,,,,
146,Prep a pet-friendly travel kit.,8,,,,
146,Never leave your animal alone in a parked vehicle.,9,,,,
147,"California Dreamin’: San Francisco, Yosemite, Sacramento",1,,,,
147,Wyoming and Montana: Grand Teton & Yellowstone,2,,,,
147,"Mid-Atlantic route: DC, Williamsburg, Annapolis, Philadelphia",3,,,,
147,"New England charm: Springfield, White Mountains, Boston",4,,,,
147,"Midwestern hotspots: Chicago, Ann Arbor, Cleveland, Cincinnati, Indianapolis",5,,,,
147,"Florida fun: Amelia Island, Orlando, Cocoa Beach",6,,,,
147,"Sand & skyscrapers: Seattle, Washington, Oregon",7,,,,
147,"Monumental vacation: Colorado, Wyoming, South Dakota",8,,,,
148,Opt for storage under the bed,1,,,,
148,Tame the shoe pile,2,,,,
148,Get your jewelry in order,3,,,,
148,Create a reading nook,4,,,,
148,Make your bed every day,5,,,,
148,Take proper care of specialty garments,6,,,,
148,Toy-proof a child’s bedroom,7,,,,
149,Rattle,1,,,,
149,Bicycle,2,,,,
149,Stacking toy,3,,,,
149,Toy vehicles,4,,,,
149,Legos,5,,,,
149,Barbies & actions figures,6,,,,
149,Puzzles,7,,,,
149,Microscope,8,,,,
149,Puppet,9,,,,
149,Ball,10,,,,
149,Crayons,11,,,,
149,Musical Instruments,12,,,,
149,Rubik’s Cube,13,,,,
149,Push toy,14,,,,
149,Doll or plush animal,15,,,,
149,Blocks,16,,,,
149,Dress-up clothes,17,,,,
149,Cardboard box,18,,,,
149,Classic board games,19,,,,
149,Play-doh,20,,,,
150,"Waikiki Beach, Oahu",1,,,,
150,"Kauna ‘oa Beach, The Big Island",2,,,,
150,"North Shore, Oahu",3,,,,
150,"Punalu’u Beach, The Big Island",4,,,,
150,"Lanikai, Oahu",5,,,,
150,"Lahaina Beach, Maui",6,,,,
150,"Kaanapali Beach, Maui",7,,,,
150,"Poipu Beach, Kauai",8,,,,
150,"Ho’okipa Beach, Maui",9,,,,
150,"Honaunau Beach, The Big Island",10,,,,
151,EVERY DAY:,1,,,,
151,Wipe down the sink after doing the dishes or loading the dishwasher (30 seconds).,2,,,,
151,Wipe down the stove top (one minute).,3,,,,
151,Wipe down the counters (one minute).,4,,,,
151,"Sweep, Swiffer, or vacuum the floor (two minutes).",5,,,,
151,EVERY WEEK:,6,,,,
151,Mop the floor (five minutes).,7,,,,
151,"Wipe the cabinets, backsplashes, and appliances (10 minutes).",8,,,,
151,Wash the dish rack (four minutes).,9,,,,
151,Wipe the switch plates and phone (one minute).,10,,,,
151,Wipe the inside of the garbage can (one minute).,11,,,,
151,EVERY SEASON:,12,,,,
151,Empty and scrub down the inside of the refrigerator (30 minutes).,13,,,,
151,Empty and clean the insides of the utensil drawers (15 minutes).,14,,,,
151,Scrub down the cupboard exteriors (30 minutes).,15,,,,
151,Clean the stove-hood filter (10 minutes).,16,,,,
152,Streeterville: Green River,1,,,,
152,Logan Square: Parson’s Chicken & Fish,2,,,,
152,Wicker Park: Big Star,3,,,,
152,West Loop: RM Champagne Salon,4,,,,
152,Lincoln Park: J. Parker,5,,,,
152,The Loop: Cerise,6,,,,
152,Mag Mile: The Patio (by David Burke’s Primehouse),7,,,,
153,Use the basket collection method,1,,,,
153,Give the floors a quick sweep,2,,,,
153,Be strategic about your trash bags,3,,,,
153,Keep uninviting smell at bay,4,,,,
153,Use your dishware for more than just dishes,5,,,,
154,Add curtains to a window bed,1,,,,
154,Install graphic fruity wallpaper,2,,,,
154,Add a lacy teepee,3,,,,
154,Hang clothes on a mini garment rack,4,,,,
154,Decorate with plushie plants,5,,,,
154,Add a mini bistro table,6,,,,
154,Hang a doodle board,7,,,,
154,Canopy her bed in a patterned fabric,8,,,,
154,Apply gold foil polka dots,9,,,,
154,Install a ballet barre,10,,,,
154,Hang word art,11,,,,
155,Sock Monkey Theme,1,,,,
155,Spring (or worm) theme,2,,,,
155,You are My Sunshine Party,3,,,,
155,Red Balloon Birthday Party,4,,,,
155,World Travel Theme,5,,,,
155,Cheerios Theme,6,,,,
155,Sesame Street,7,,,,
156,"“Splish Splash"" by Bobby Darin",1,,,,
156,"""Hot in Herre"" by Nelly",2,,,,
156,"""Walking on the Sun"" by Smash Mouth",3,,,,
156,"""Walking on Sunshine"" by Katrina & the Waves",4,,,,
156,"""Party Rock Anthem"" by LMFAO",5,,,,
156,"""Margaritaville"" by Jimmy Buffett",6,,,,
156,"""Fun, Fun, Fun"" by the Beach Boys",7,,,,
156,"""Dirty Water"" by The Standells",8,,,,
156,"""(Sittin' on) The Dock of the Bay"" by Otis Redding",9,,,,
156,"""Wipeout"" by the Surfaris",10,,,,
